old_path,disposition,new_path,rationale,owner,consumers
.agents/AGENT-INSTRUCTIONS.md,RETAIN_CANONICAL,,"Hand-maintained canonical input, not generated. .agents/ stays its namespace per #5420.",agent system top-level guidance,.claude/agents/implementer.md; .claude/agents/orchestrator.md; .github/agents/implementer.agent.md; .github/agents/orchestrator.agent.md; evals/implementer-spike/runs/20260528T055856Z-7562dce2/runs.jsonl
.agents/AGENT-SYSTEM.md,RETAIN_CANONICAL,,"Hand-maintained canonical input, not generated. .agents/ stays its namespace per #5420.",agent system top-level guidance,.agents/AGENT-INSTRUCTIONS.md; .github/copilot-instructions.md; scripts/test_selection/path_policy.yml; tests/test_agent_role_metadata_migration.py
.agents/AGENTS.md,RETAIN_CANONICAL,,"Hand-maintained canonical input, not generated. .agents/ stays its namespace per #5420.",agent system top-level guidance,tests/validation/test_session_log_optional.py
.agents/CLAUDE.md,RETAIN_CANONICAL,,"Hand-maintained canonical input, not generated. .agents/ stays its namespace per #5420.",agent system top-level guidance,.claude/agents/implementer.md; .github/agents/implementer.agent.md; evals/reviewer-asymmetry-spike/runs/final.json; src/claude/agents/implementer.md; src/copilot-cli/agents/implementer.agent.md
.agents/README.md,RETAIN_CANONICAL,,"Hand-maintained canonical input, not generated. .agents/ stays its namespace per #5420.",agent system top-level guidance,tests/skills/test/test_dx_trigger.py; tests/validation/test_session_log_optional.py
.agents/archive/planning/004-knowledge-integration-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/2025-12-23-velocity-improvement-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/2026-01-05-merge-velocity-improvement-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/2026-04-11-wiki-knowledge-integration-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/ADR-042-IMPLEMENTATION/PLAN.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/CodeQL/plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/INDEX-2026-01-23.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PHASE-PROMPTS.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PLAN-local-guardrails.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PR-147/001-pr-147-action-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PR-60/001-pr-60-review-gap-analysis.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PR-60/002-pr-60-remediation-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PR-60/003-pr-60-plan-critique.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PR-60/004-pr-60-devops-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PR-60/004-pr-60-implementation-review.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PR-60/005-consolidated-agent-review-summary.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PR-60/006-agent-validation-sign-offs.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PR-60/007-phase-1-detailed-schedule.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PRD-acknowledged-vs-resolved.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PRD-agent-orchestration-mcp.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PRD-pr-maintenance-authority.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PRD-pr365-remediation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PRD-quality-gate-prompt-refinement.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PRD-session-state-mcp.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PRD-skill-catalog-mcp.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PRD-skill-retrieval-instrumentation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/PRD-skills-index-registry.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/README.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/SPEC-agent-consolidation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/SPEC-knowledge-integration.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/T-008-metrics-schema-design.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/TASKS-004-knowledge-integration.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/TASKS-wiki-knowledge-integration.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/claude-compat/vscode-copilot-parity-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/claude-mem-export-spec.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/codex-context-optimization/backlog.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/codex-context-optimization/plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/cva-install-scripts.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/enhancement-PROJECT-PLAN.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/epic-183-closing-comment.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/eval-617-spec-generator-skill.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/feature-review-workflow-changes.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/github-actions-failures-remediation-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/historical-reference-compliance-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/implementation-plan-agent-consolidation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/issue-357-aggregation-fix-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/memory-skill-context-engineering-improvements.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/memory-system-improvement-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/phase1-handoff-remediation-pr43.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/phase2-handoff.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/phase2b-memory-sync-strategy.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/pr-automation-implementation-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/pr-maintenance-matrix-processing-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/prd-agent-consolidation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/prd-pre-pr-security-gate.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/prd-visual-studio-install-support.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/prd-workflow-orchestration-enhancement.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/prompts-acknowledged-vs-resolved.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/quality-results.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/quality-rubric.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/remediation-adr-workflow.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/security-agent-detection-gaps-remediation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/session-85-pr-review-improvements.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/session-evidence-verification/PLAN-session-evidence-verification.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/session-evidence-verification/PRD-session-evidence-verification.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/slashcommandcreator-implementation-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/slashcommandcreator-skill-spec.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/tasks-acknowledged-vs-resolved.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/tasks-agent-consolidation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/tasks-pr-maintenance-authority.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/tasks-pr365-remediation.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/three-mcp-milestone-plan.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/three-mcp-phase1-tasks.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/v0.2.0/PLAN.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/v0.3.0/PLAN.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/v0.3.0/v0.3.0-milestone-review-summary.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/v0.3.1/CLAUDE.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/v0.3.1/PLAN.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/planning/worktrunk-gaps-834.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/plans/1574-stage1-claude-kit-vendor.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
.agents/archive/plans/PLAN-1854-agent-eval-harness-spike.md,RETAIN_HISTORY,,"Archived session log, plan, or review. Path is cited by history that must stay as written (.serena memories, .project-toolkit sessions and ADRs). PR #5887 kept archive/ as history.","archive (historical record, no live writer)",extract_session_episode.py reads archived sessions; history citations
